Id,SalePrice
107,150973.5776350353
2295,204744.5267746944
704,94711.6073251773
676,136330.17467076145
259,181641.33556893864
93,281962.27408885775
106,243845.39123780295
2315,175115.64527359477
1050,109620.65953811658
1095,197087.00304385976
2709,145881.72670064133
758,121512.89373285987
1496,155162.74595030624
2370,118077.594519014
2458,286302.67469339474
2733,133219.26876751689
161,281998.55876865005
726,146875.19853802063
845,206767.69505701264
947,247930.74455833845
2232,100084.39576673374
2563,145999.16742358782
2299,126258.70004516629
211,85582.79469696738
605,147015.244003941
1478,196087.80554707182
2247,275511.93256603956
2274,203265.29794472837
2869,209687.45765660726
967,209474.04230131675
2656,127003.18032217541
667,182725.02999291391
1042,106841.07214310352
2023,145666.42640635924
2447,398406.5059145602
2055,132176.9393387388
2275,294926.7446669396
2204,162442.11821251982
1563,276156.8656576986
483,200181.5898129824
796,128043.8669308451
1526,152723.20994567336
2042,114846.4342757755
442,342225.66748098296
1693,332359.22714000946
1468,221644.25736203717
1430,191559.22902208872
2605,127170.80030440264
1529,195841.9157927544
335,146847.0161333417
1287,122700.55147142439
31,97460.92480632738
1785,337434.18880689074
82,162617.72041578367
2620,136414.29184494144
252,181164.62128460789
721,67822.92957864932
2165,187291.96947596458
2316,192844.2440315897
775,130806.87497809366
1558,84487.8157978215
17,209086.9855640991
1022,218546.7004608247
925,129960.80544995451
438,266131.8479793126
1270,125797.05127869698
1272,124361.35275379437
215,122675.91140207875
266,234061.71415365717
2402,276361.6267510004
1250,131828.84776826124
1984,114319.27358991315
1279,145061.91568101547
377,264643.9341803635
1252,117018.57988152302
2156,260310.75889386464
499,314834.1788742627
1374,131057.71630224267
2898,241620.59917391263
401,119357.53029447299
2721,152917.49099878734
2078,252027.8740425086
2589,130176.71210446155
1946,219177.46895264526
1334,127207.8760778092
2781,215109.17798968375
431,408139.6347201875
576,179585.58140870044
1474,207051.3498347022
2254,151797.72160226788
2155,284394.0536267123
885,97529.36129262326
643,143693.38966638938
1944,126749.42977265826
480,190665.16835413137
2845,95269.07040567049
2387,317163.8666417324
2407,206923.172245489
2527,160782.05801114772
2514,154305.65981463034
629,136914.99264490558
80,200193.94227188764
1876,136702.93087957305
1546,118782.06791594294
2518,167811.07583310845
2347,157491.40602869823
783,233761.83246344686
1322,58428.59339218807
194,91071.24609185592
1770,284816.0906769718
2143,138384.24649065983
1229,213859.43518639306
511,291549.13338644145
46,230614.3483989343
1348,126825.98781042891
2465,196810.13779944272
387,231708.6086316847
873,225654.07597295614
1918,126847.3259122322
2764,240621.05479443158
2184,130536.42973318431
934,146983.0996340818
1920,132887.1279608645
2631,141595.1287778923
1768,867636.222309847
2040,116430.0269188824
1749,213560.646499256
834,241280.26930858518
1457,227554.81690644345
79,124892.17010712807
2302,135633.66692699355
1817,146318.36636693648
2755,228648.8099328359
359,173085.67075739522
2059,115487.67531372767
2092,235502.48230658748
2516,222302.81136638668
150,123329.4985100683
1656,126411.90029194085
83,87764.58618247602
2411,173848.71989091462
795,78256.12607714592
2312,213536.3248880423
2917,95217.606967165
1624,170808.44811274877
2215,318199.17595819075
1211,151927.6168840109
1485,153124.77434506765
1024,164725.30017578206
570,198384.2299057407
2874,133723.1468193251
700,115340.50086613801
2756,207307.66317563696
2022,173593.95231632626
583,241133.89053159062
2392,402261.61447610403
2424,174827.28450470814
212,104048.4014381829
736,136241.60276746523
1610,158256.40166124565
890,112242.45629270696
467,177818.4677777422
578,206907.51496140388
1747,185925.81770998792
1149,157834.28641330756
2758,261429.74648261626
857,148734.26719615137
2219,251141.47690483928
733,102196.11891847952
2909,110532.8794331926
1798,257033.5274514346
235,125267.09610643313
2366,121515.52048793057
1027,132829.63317423666
1195,141094.7574796075
1303,68442.73025863185
148,182207.38774445676
608,156355.54833146476
2515,199047.0742240271
821,269885.5282254469
2500,255869.30705948602
745,109856.83165268294
741,128548.80862072275
1611,92771.75543341221
2532,130324.81937007532
1081,224229.38977999982
1692,469088.61405990465
2520,158688.75755266915
276,103569.31372531928
1992,123713.43386604916
663,64012.282485126416
418,128299.11926251907
1733,196370.08863319183
2359,146856.15372491645
253,181089.52158953855
1518,194785.27582656086
2035,127522.2911835704
2919,76165.15405137732
1540,260789.96999174147
2120,146242.46831299784
1674,156980.39458160693
256,152564.57167810499
2361,104037.46523942219
978,81530.15468919351
2280,149871.55843515502
2095,222645.96907112488
1709,338335.5292610347
2801,261964.71528998436
1246,119881.71606520019
2373,98686.95840740581
1055,281336.07494705153
2017,123478.79017665339
1099,249238.62833985552
1344,86676.01799359584
835,191521.9004365706
1117,222597.9059183158
2043,95863.15210318293
2085,125164.17694996984
410,147454.96442826232
2650,118968.55462450627
2867,173053.69308836976
1668,120595.7216787738
1161,167484.71731493744
2122,175629.58444985998
2539,154635.3153781883
1047,143218.32976423056
1445,134009.19837809223
541,126626.20424521794
569,225147.27699817155
1276,116365.84187683485
918,147387.16188563916
326,169808.63783694152
1936,136384.9897825068
895,102813.14710133593
257,146683.96710295015
1241,177315.55423690312
1545,114868.6916738616
1189,168212.92427306712
270,146323.46266474234
2066,171127.39411748885
693,111606.94656234642
1259,124936.45539460571
2916,158307.04250690973
2321,306480.82231460337
1977,93687.85487769153
1895,139362.3472742612
1240,173333.41039469955
85,144110.06067344928
1823,118863.11431833907
825,302183.32365712896
110,230964.4800816141
697,118899.9719731982
2297,115878.15006407449
1231,135566.9868331128
1355,127949.55965243484
968,339495.0495140448
584,220386.80224327903
1315,122445.05262423024
1606,154211.08706185632
206,95102.35010209892
1685,371053.32251417544
2016,137455.88204768035
869,198336.9449628467
2135,126738.71016372854
2346,176509.1443874885
2430,229718.5064483321
2198,94173.69768674385
2652,125411.18177385659
27,119653.26341224439
241,159104.51613191786
906,117368.16083694871
1506,112251.20337093809
2098,400586.58278971544
1435,220182.6675716913
2213,129332.43867097783
1274,131987.37353993705
743,57392.62991382415
1737,193137.55999917974
2797,281597.6758428196
2185,70280.92320495138
58,171931.4639275346
830,200613.54349582316
808,121337.91086458311
680,141419.31087043192
1153,110106.30611166167
1291,126037.58137097198
1818,131375.26571511265
2161,186423.14328925445
1883,116299.93689075756
350,388814.8381210197
2473,140154.83460888945
295,172999.41013658082
293,194199.98921502952
859,141117.10270602148
288,78280.25896676289
1578,147728.1976161061
102,177399.65879044426
2831,136361.866410846
1030,151578.95067173016
2551,149581.46224055166
1286,141963.48379611506
958,322391.10584691813
776,133008.86521565745
72,247135.3425435789
2263,253350.76177374015
1866,159249.7052098175
2876,78686.76621219184
2146,241322.62627025734
103,173646.4961474753
1500,135575.02821535023
492,176285.15109750602
167,147649.1709547928
2597,116013.18992687462
2685,112688.89458221673
1035,165628.957909305
1220,77383.66025516209
2602,154555.88588188274
2159,208932.16242819934
695,128744.87298407618
1109,254558.09607401362
640,168103.8574297313
1652,148655.66642277216
2090,185427.80960512263
1188,178414.21861295326
2345,230575.4186324114
1059,443804.31604369363
2751,227054.7965631306
128,207401.23583415453
1523,193474.4585810682
2925,183971.02301827198
2145,297114.52782958106
1121,216910.16577940586
566,265981.07082799764
565,244200.19986040078
1331,132200.72290347153
2928,125288.46752781296
156,143762.3696418581
797,132391.09067639566
327,90931.52224261916
2859,128578.03071999329
1453,128709.2978795584
1762,348628.1985597831
1868,211640.13369448538
1760,177325.90374923166
1113,227434.3372157197
1812,184497.82760117378
117,154019.32153926912
1142,209590.30652458605
2342,433629.4583646559
927,138655.02041272112
2478,176288.53059277803
655,87757.45552472716
2064,130854.05053342595
369,265597.5319134614
2239,104073.68087645568
2732,209915.64148468984
1653,161469.1931988765
959,213609.98824832222
2395,369615.5732535003
1412,106477.58151411195
271,253925.32417334965
1484,152211.81941943656
1497,148628.94104171733
552,151394.6291554837
2,110737.8971000312
1855,298272.16496091237
4,265940.6350039622
2292,156397.66303711355
134,144260.6203243277
646,112935.01260493998
42,289088.7618147629
532,225151.0524853088
713,89731.1114103519
2561,136557.13509468277
2360,133853.68672616372
1333,123129.01117619665
1407,246976.37899014138
2892,309382.14909202437
574,208626.67930571103
1227,191400.3633903864
2591,191777.79322244093
1476,213329.35328167074
1125,249537.15027410412
1446,149730.80116183576
408,115526.22331953219
1101,288358.55755838274
2251,189526.53897568688
373,177493.5826300256
2554,129007.24649071769
2382,248962.3707239298
1985,91348.49034585115
519,239263.80373032816
1093,188743.40644613924
864,248158.87765584394
2889,146294.84969781755
2308,181501.72451418944
986,158323.10795257977
1302,138728.61539849013
585,154305.16876873156
2708,152838.09286970104
147,131449.72952570982
1441,226095.8525535772
383,201593.28353851556
285,141531.83349467756
181,109059.84717355376
358,191103.01003106305
780,170600.9400298284
258,194885.4282614298
1865,202668.02048632738
692,115069.12298639258
2902,340705.1013194341
508,253929.7553801089
2638,140655.85703270693
36,136589.39209941987
611,163024.1074737254
2281,148316.1101775057
1678,113713.4791276542
1696,530694.5800078906
1557,79527.59609300109
2180,149359.5453333742
1726,215022.8421191801
951,154048.4156267775
267,224684.74966053132
2706,138794.7937692581
2221,256541.9089567118
1357,175156.88594265445
2901,328316.8757007327
347,176010.05355951854
2164,192360.31745006464
1586,315983.92181621026
360,155649.01027876613
1769,251686.2050109398
2617,143264.31196086458
1879,136408.4586170153
991,235399.2598242892
1535,114967.580806873
1191,135286.71389449856
1579,214564.91823460808
1882,148122.77330374555
1510,135044.19503525202
2196,156950.62235182716
1845,176029.32942975475
2336,418646.5470844699
942,85451.01786617792
861,138625.9063470382
2555,117618.74804997671
1392,156822.79426777718
2099,253933.8830259617
1543,122698.59274787105
948,299400.7670417398
1239,182731.12860552256
22,182761.95356956313
2796,230779.43229338608
2747,171667.1678918596
92,285196.2309599675
210,167260.09569873728
1858,187898.87030957488
2228,154889.79987514773
447,219137.58099335426
827,248540.9445073346
1649,189995.73269015268
682,124393.64572640226
2698,100621.55265044549
494,173734.71797137317
214,75361.99544378994
2441,240409.8147971134
2679,108666.11419126324
1336,127571.72255386981
465,169648.49660731255
1524,133972.08513489098
2543,112788.81660821321
631,144254.38932662472
2452,300297.83812479314
228,149705.53304646112
126,163767.6537622919
1092,240471.9860445324
1122,207151.81231757288
932,196976.2323043938
1980,90483.84418430124
2171,110742.70555481086
551,158597.87138117212
2768,169776.12404887236
2056,113260.99770227836
1159,373846.076514096
2645,118460.41496917841
1174,171979.41975565464
2266,211878.63887359374
2462,450842.21331117593
1219,148555.50666134583
2922,181730.37550288704
118,139926.8103552812
474,165520.51219789154
2576,145912.62787031944
872,287197.32853197644
1077,206425.92691301674
1536,133599.71715773563
1150,117981.93320069966
2341,326306.51308603707
1931,160311.17531932116
2785,137714.1343070092
2538,129326.01850999096
597,205326.4070827376
464,178436.37206509465
233,223691.59578323085
2169,126203.33959798372
2123,176548.36072609812
1867,166620.75980292785
137,226657.15627605413
515,249440.4612757281
933,116250.80426354555
2784,167801.9490421626
972,166866.87504374763
599,162676.5375728923
2614,130136.0622658987
2582,138838.32249720336
1409,162912.15589553278
175,95035.39557242599
352,214153.67389388467
976,95537.6397323829
2134,190590.25207652102
984,118390.61218713502
2396,378935.002746346
1673,131900.12811440966
404,117655.42974884066
607,163628.08530181722
814,150344.91434955574
868,182532.9215981455
2271,183364.95819049625
1633,215858.61641777094
337,166306.82315989755
2765,163862.71672757505
1746,248461.54216854973
368,317038.6107976913
2806,206277.92453941828
1662,194641.4349893857
1234,213631.36447584373
1373,129343.66270929531
1672,118553.4870310529
1939,124523.96576729574
